text,cleaned_text
Those aren’t bolts. 🤦‍♂️,arent bolts
Go for a 997 those are sick,997 sick
"nope, the irony actually did not fly past me when the guy with the highest amount of air polluting cars complains about air pollution 😂",nope irony actually fly past guy highest air polluting cars complains air pollution
SELL THE EGG,SELL EGG
"Also strad marrying soph right now is up to you but you have millions of dollars of property and other stuff, please get a prenurp
Please",strad marrying soph right millions dollars property stuff prenurpPlease
HOUSE >> egg,HOUSE egg
"Bro sell the Koenigsegg and buy the new Lamborghini Reveulto
Who agrees with me? Their the same horsepower almost.
👇🏼",Bro sell Koenigsegg buy new Lamborghini ReveultoWho agrees horsepower
You never have any good news do you,good news
"Technically the mailbox is a federal crime, it is considered destruction of federal property, but the stop sign is municipal, so the Salt Lake City PD or wherever you live would have to investigate the stop sign issue, and yes, the USPS has mail police",Technically mailbox federal crime considered destruction federal property stop sign municipal Salt Lake City PD live investigate stop sign issue yes USPS mail police
You are not wealthy enough to own the egg sell it.,wealthy egg sell
"Sell the egg, keep the house and fi ish the house.  Buy some lower dollar cars and do some builds.  Cars the average person might have or be able to get some ideas for their own build.",Sell egg house fi ish house Buy lower dollar cars builds Cars average person able ideas build
"keep the house, keep the egg, sell the 812, murcielago, countach, etc. the egg it's so unique",house egg sell 812 murcielago countach etc egg unique
STRAD Great Video I'm so sorry to hear that a Semi Driver hit your Mailbox and I'm glad Sophia made it back safely and I can't wait to see some European content and I hope your 812 is coming along well,STRAD Great Video Im sorry hear Semi Driver hit Mailbox Im glad Sophia safely cant wait European content hope 812 coming
Don’t sell it 😞,Dont sell
sell the egg,sell egg
Sell egg gang ——>,Sell egg gang
Homie out here snitchin,Homie snitchin
Don’t get married 😳 it’s all fun and games now 😳 and all the fun comes to a end 😩 watch Darius M,Dont married fun games fun comes end watch Darius
Does Sophia have a sister?,Sophia sister
Sell the egg,Sell egg
"Sell the Egg. There’s no way you can justify the cost with what that car makes on YouTube. I think I speak for most viewers when I say we would rather see 2-4 new super cars than an Egg a few times a month. It was cool, but not cool enough.",Sell Egg Theres way justify cost car makes YouTube think speak viewers 24 new super cars Egg times month cool cool
"She is beautiful. But ugh. Marriage is scary. My wife cleaned me out. And she was just as pretty, and nice, until she wasn’t.",beautiful ugh Marriage scary wife cleaned pretty nice wasnt
911 turbo s is so fire,911 turbo fire
Sell the egg,Sell egg
"""991 or 992?"" both good options but then there's also the 997.2?",991 992 good options theres 9972
"12:00 It is a federal crime, jail up to 3 years and or a 250,000 dollar fine issued to the person",1200 federal crime jail 3 years 250000 dollar fine issued person
Excited to Race the Egg!! If I loose do we cut the beard??? 🤔🤔🤔,Excited Race Egg loose cut beard
"Spends half the episode on his mailbox.

Won't show us his own dog.

Oskar needs to be in every episode. He is a family member and deserves it.",Spends half episode mailboxWont dogOskar needs episode family member deserves
7:21 the first smart thing he has said in his entire life:,721 smart thing said entire life
“Come on Utah air quality” as he revs the straight piped BMW after idling around in a Countach for an hour,Come Utah air quality revs straight piped BMW idling Countach hour
"My money is on 4 kids. But yea, sell the egg, it's becoming a golden boat anchor!",money 4 kids yea sell egg golden boat anchor
Sell the egg 🥚,Sell egg
"Yeah you’re the only person this has ever happened too, quit whining. Grow up.",Yeah youre person happened quit whining Grow
Has to be something else to sell.,sell
Anyone bothered by how he is saying federal......lmaoooo,bothered saying federallmaoooo
Haters saying sell the egg,Haters saying sell egg
14:27 is the roadster front bumper cracked???,1427 roadster bumper cracked
Is that a ceramic pro sticker at the door ! Great ceramic !,ceramic pro sticker door Great ceramic
2:12 The string on your neck 😢😢,212 string neck
I won’t be popular for this but keep the egg.. sell cars you don’t really use or need. I enjoy seeing a hypercar on the channel,wont popular egg sell cars dont use need enjoy seeing hypercar channel
"Live one life, Live it with a Lamborghini.",Live life Live Lamborghini
😄✌️,
To think 2 years ago it would be worth 1.1 m lol,think 2 years ago worth 11 lol
SELL EGG 🥚,SELL EGG
Please reply and let me know the process you used to track down your father’s truck. I have a similar sentimental attachment to my grandfather’s 1940 Ford Deluxe convertible. I’d like to track it down and I’d be indebted to you for the inside line on how to track    down original vehicles,reply let know process track fathers truck similar sentimental attachment grandfathers 1940 Ford Deluxe convertible Id like track Id indebted inside line track original vehicles
I'm going to say it too. Sell the 🥚,Im going Sell
"Get the turbo s there awd and can drive in winter not to
Mention the sub 3 sec 0-60",turbo awd drive winter toMention sub 3 sec 060
Bro get the 992 turbo s so fast car,Bro 992 turbo fast car
i can't be the only one who thinks he should buy a kei truck,cant thinks buy kei truck
fe-de-ral,federal
I need the next vid to be a wedding vlog strad,need vid wedding vlog strad
Sell the new M2 that is pretty ugly,Sell new M2 pretty ugly
Sell the egg James,Sell egg James
"SELL THE EGG, keep the house, MARRY SOPHIA, start a wonderful family!!!",SELL EGG house MARRY SOPHIA start wonderful family
"Sell the Egg, not the house! And for crap's sake, if you don't marry Sophia.....you make me sad. 😅 Great video.",Sell Egg house craps sake dont marry Sophiayou sad Great video
7:20 The moment we've all been waiting for.,720 moment weve waiting
is there a company name on that semi?,company semi
What’s the egg?,Whats egg
"Sell the egg, get the 992",Sell egg 992
go 992 gt3rs i promise you it will be better,992 gt3rs promise better
"SELL THE EGG, KEEP THE TACH, MARRY SOPHIA, FIX THE BACKYARD, BUILD BATCAVE, LIFE IS COMPLETE, BUY P1 IN FUTURE",SELL EGG TACH MARRY SOPHIA FIX BACKYARD BUILD BATCAVE LIFE COMPLETE BUY P1 FUTURE
Is it “fedral” or federal crime? 😂,fedral federal crime
"SELL.THE.EGG!!!!! Please keep the house, older you will be kicking himself for keeping the egg and not the house.",SELLTHEEGG house older kicking keeping egg house
Sell the egg,Sell egg
Keep the house and Countach,house Countach
"dang, i realized at the end of the video that i got click baited",dang realized end video got click baited
Sell the egg,Sell egg
Sell the egg,Sell egg
"the egg is cool and all, but please sell it, the house is way more valuable, also put a ring on Sophia's finger for the love of god.",egg cool sell house way valuable ring Sophias finger love god
SO NOW YOUR A STOOLIE??    SNITCHS GET STICHES INCASE YOU HAVENT HEARD MIND YOUR OWN BIZZ LIKE YOUR SO INOCENT LOOK HOW YOU DRIVE SPEEDING JUST CAUSE YOU HAVENT CRASHED YET. DONT MAKE YOU BETTER.. DONT MAKE JUDGEMENTS TILL YOUR PERFICT ..🦃,STOOLIE SNITCHS STICHES INCASE HAVENT HEARD MIND BIZZ LIKE INOCENT LOOK DRIVE SPEEDING CAUSE HAVENT CRASHED DONT BETTER DONT JUDGEMENTS TILL PERFICT
Sell the egg and keep the house,Sell egg house
"I love you your content but... 













Sell. The. Egg.",love content Sell Egg
"10:29 Wake up, got me dying",1029 Wake got dying
991 gt3rs is my fav 3rs ever,991 gt3rs fav 3rs
Strad is literally just using YouTube as a community liquidation sale for all his posessions.  That’s all it’s been for months,Strad literally YouTube community liquidation sale posessions Thats months
GT3RS or TURBO S PLSSSSS,GT3RS TURBO PLSSSSS
"992 gt3rs has a gintani exhaust system built for it, sounds heavenly",992 gt3rs gintani exhaust system built sounds heavenly
"what if you sell the egg, keep the house, and start collecting unique JDM cars. You'd have a crazy and beautiful car collection in that nice 30+ car garage house.",sell egg house start collecting unique JDM cars Youd crazy beautiful car collection nice 30 car garage house
sell the egg,sell egg
Strad is trying to cover his mistake by blaming the truck. 😂. He was probably driving it to see what being a trucker was like.,Strad trying cover mistake blaming truck probably driving trucker like
"strad..........please for the love of god just sell the egg


and marry sophia",stradplease love god sell eggand marry sophia
"Dang, makes me think twice about moving to Utah! I'll give you $250k and the dog goes with it.",Dang makes think twice moving Utah Ill 250k dog goes
A big block would be an awesome choice for your dads pickup. Imagine saying your dads pickup has a 10L motor. Make for great headlines and would be a unique choice compated to all the LS builds on youtube.,big block awesome choice dads pickup Imagine saying dads pickup 10L motor great headlines unique choice compated LS builds youtube
